Order ID,Order Date,Region,Category,Sub-Category,Quantity,Unit Price,Unit Cost,Sales,Cost,Profit
ORD04810,3/18/2022,South,Furniture,Bookcases,8,497.29,300.6,3978.32,2404.8,1573.52
ORD04811,8/18/2022,East,Office Supplies,Binders,2,310.6,178.04,621.2,356.08,265.12
ORD04812,7/5/2025,East,Office Supplies,Binders,7,108.86,60.7,762.02,424.9,337.12
ORD04813,7/11/2025,South,Office Supplies,Paper,1,122.34,83.75,122.34,83.75,38.59
ORD04814,11/27/2022,South,Technology,Laptops,4,456.71,289.72,1826.84,1158.88,667.96
ORD04815,4/20/2025,West,Technology,Accessories,1,490.14,344.73,490.14,344.73,145.41
ORD04816,6/11/2024,South,Technology,Accessories,7,303.25,155.89,2122.75,1091.23,1031.52
ORD04817,11/19/2023,South,Furniture,Tables,6,34.71,18.66,208.26,111.96,96.3
ORD04818,1/27/2022,East,Technology,Accessories,5,64.21,39.13,321.05,195.65,125.4
ORD04819,7/23/2025,North,Furniture,Chairs,9,357.52,181.59,3217.68,1634.31,1583.37
ORD04820,10/26/2022,East,Furniture,Bookcases,3,403.05,245.59,1209.15,736.77,472.38
ORD04821,8/14/2024,North,Furniture,Tables,9,217.69,156.86,1959.21,1411.74,547.47
ORD04822,3/9/2024,East,Technology,Accessories,1,34.2,23.54,34.2,23.54,10.66
ORD04823,1/19/2025,South,Office Supplies,Paper,6,361.95,249.26,2171.7,1495.56,676.14
ORD04824,4/25/2023,South,Technology,Accessories,7,471.49,271.18,3300.43,1898.26,1402.17
ORD04825,7/27/2023,South,Furniture,Tables,6,408.54,290.32,2451.24,1741.92,709.32
ORD04826,4/3/2023,East,Furniture,Tables,4,328.68,232.1,1314.72,928.4,386.32
ORD04827,12/31/2022,East,Technology,Laptops,5,234.44,168.92,1172.2,844.6,327.6
ORD04828,5/8/2024,West,Office Supplies,Paper,7,432.55,272.32,3027.85,1906.24,1121.61
ORD04829,12/17/2022,West,Office Supplies,Binders,6,367.4,273.43,2204.4,1640.58,563.82
ORD04830,11/24/2025,West,Office Supplies,Storage,6,211.57,163.89,1269.42,983.34,286.08
ORD04831,9/10/2022,South,Furniture,Tables,3,497.81,390.11,1493.43,1170.33,323.1
ORD04832,2/20/2024,East,Furniture,Tables,1,346.66,225.55,346.66,225.55,121.11
ORD04833,3/13/2024,South,Furniture,Bookcases,6,306.76,154.03,1840.56,924.18,916.38
ORD04834,10/8/2024,North,Technology,Phones,8,107.02,74.05,856.16,592.4,263.76
ORD04835,4/4/2023,West,Office Supplies,Binders,6,126.93,100.37,761.58,602.22,159.36
ORD04836,7/5/2024,West,Technology,Laptops,7,54.17,38.33,379.19,268.31,110.88
ORD04837,5/14/2023,East,Furniture,Chairs,9,448.5,314.1,4036.5,2826.9,1209.6
ORD04838,8/7/2024,West,Furniture,Chairs,2,485.4,351.23,970.8,702.46,268.34
ORD04839,5/23/2023,South,Office Supplies,Binders,2,308.25,167.28,616.5,334.56,281.94
ORD04840,8/20/2025,South,Furniture,Tables,3,333.26,197.19,999.78,591.57,408.21
ORD04841,5/16/2023,East,Office Supplies,Storage,8,494.5,389.2,3956,3113.6,842.4
ORD04842,3/13/2024,East,Office Supplies,Storage,3,252.18,198.46,756.54,595.38,161.16
ORD04843,8/21/2023,North,Technology,Accessories,7,150.19,103.47,1051.33,724.29,327.04
ORD04844,6/15/2022,North,Technology,Phones,8,190.28,141.49,1522.24,1131.92,390.32
ORD04845,12/9/2025,North,Furniture,Tables,2,160.84,114.58,321.68,229.16,92.52
ORD04846,4/7/2023,South,Technology,Phones,6,90.66,71.59,543.96,429.54,114.42
ORD04847,7/8/2024,East,Technology,Accessories,3,432.4,265.82,1297.2,797.46,499.74
ORD04848,4/24/2022,South,Office Supplies,Paper,8,139.94,88.29,1119.52,706.32,413.2
ORD04849,12/27/2025,East,Office Supplies,Paper,1,102.33,74.64,102.33,74.64,27.69
ORD04850,9/18/2024,North,Furniture,Chairs,9,370.45,254.53,3334.05,2290.77,1043.28
ORD04851,10/11/2025,West,Office Supplies,Storage,8,400.05,252.95,3200.4,2023.6,1176.8
ORD04852,7/26/2022,East,Furniture,Tables,6,213.04,149.04,1278.24,894.24,384
ORD04853,6/12/2025,West,Furniture,Tables,9,219.11,154.59,1971.99,1391.31,580.68
ORD04854,10/10/2025,East,Office Supplies,Paper,3,389.73,270.44,1169.19,811.32,357.87
ORD04855,5/30/2023,North,Office Supplies,Paper,8,257.31,131.89,2058.48,1055.12,1003.36
ORD04856,5/16/2025,East,Furniture,Bookcases,6,223.76,167.87,1342.56,1007.22,335.34
ORD04857,12/10/2023,West,Furniture,Chairs,4,250.23,135.76,1000.92,543.04,457.88
ORD04858,2/22/2025,North,Furniture,Chairs,2,446.94,324.27,893.88,648.54,245.34
ORD04859,5/18/2022,East,Furniture,Chairs,8,191.11,151.73,1528.88,1213.84,315.04
ORD04860,12/5/2022,North,Office Supplies,Paper,5,274.99,148.73,1374.95,743.65,631.3
ORD04861,6/21/2023,West,Furniture,Bookcases,3,231.68,158.85,695.04,476.55,218.49
ORD04862,3/9/2022,South,Office Supplies,Binders,7,178.57,134.82,1249.99,943.74,306.25
ORD04863,1/18/2023,West,Furniture,Tables,5,203.68,160.31,1018.4,801.55,216.85
ORD04864,1/19/2022,South,Office Supplies,Paper,9,135.91,96.74,1223.19,870.66,352.53
ORD04865,11/14/2023,South,Technology,Accessories,5,382.99,195.62,1914.95,978.1,936.85
ORD04866,3/15/2022,East,Office Supplies,Storage,7,216.54,148.37,1515.78,1038.59,477.19
ORD04867,7/27/2023,East,Office Supplies,Storage,8,223.52,132.79,1788.16,1062.32,725.84
ORD04868,7/27/2024,South,Technology,Phones,4,378.06,245.12,1512.24,980.48,531.76
ORD04869,7/23/2025,North,Furniture,Chairs,5,51.52,27.31,257.6,136.55,121.05
ORD04870,12/7/2024,North,Technology,Laptops,8,441.87,339.56,3534.96,2716.48,818.48
ORD04871,7/30/2022,South,Technology,Laptops,2,75.25,47.36,150.5,94.72,55.78
ORD04872,5/4/2024,North,Furniture,Chairs,9,331.71,193.47,2985.39,1741.23,1244.16
ORD04873,10/13/2023,South,Office Supplies,Paper,2,133.07,76.35,266.14,152.7,113.44
ORD04874,9/20/2024,West,Furniture,Tables,2,105.31,53.72,210.62,107.44,103.18
ORD04875,11/26/2023,South,Furniture,Chairs,3,142.28,97.46,426.84,292.38,134.46
ORD04876,6/24/2023,West,Technology,Phones,1,185.16,143.33,185.16,143.33,41.83
ORD04877,4/29/2025,West,Technology,Laptops,3,290.67,207.12,872.01,621.36,250.65
ORD04878,8/31/2025,East,Furniture,Chairs,2,469.95,236.43,939.9,472.86,467.04
ORD04879,6/19/2024,South,Technology,Accessories,5,170.97,100.82,854.85,504.1,350.75
ORD04880,2/19/2024,East,Technology,Accessories,3,64.69,38.22,194.07,114.66,79.41
ORD04881,2/10/2025,South,Technology,Phones,1,108.87,69.67,108.87,69.67,39.2
ORD04882,6/19/2022,North,Furniture,Bookcases,9,43.65,23.93,392.85,215.37,177.48
ORD04883,11/3/2024,East,Office Supplies,Paper,2,486.04,293.33,972.08,586.66,385.42
ORD04884,10/15/2022,East,Furniture,Tables,1,364,192.97,364,192.97,171.03
ORD04885,7/8/2022,East,Office Supplies,Paper,9,74.25,42.81,668.25,385.29,282.96
ORD04886,7/2/2024,East,Furniture,Tables,9,169.22,116.34,1522.98,1047.06,475.92
ORD04887,3/24/2025,West,Technology,Phones,2,104.49,83.28,208.98,166.56,42.42
ORD04888,11/25/2023,South,Office Supplies,Storage,7,348.05,228.62,2436.35,1600.34,836.01
ORD04889,6/6/2024,North,Office Supplies,Storage,4,440.69,271.43,1762.76,1085.72,677.04
ORD04890,4/16/2023,West,Furniture,Tables,6,233.18,147.08,1399.08,882.48,516.6
ORD04891,1/3/2025,West,Furniture,Chairs,6,232.64,171.71,1395.84,1030.26,365.58
ORD04892,10/4/2022,East,Technology,Phones,8,34.06,21.52,272.48,172.16,100.32
ORD04893,7/28/2024,South,Technology,Accessories,1,82.79,62.32,82.79,62.32,20.47
ORD04894,9/28/2025,East,Technology,Phones,5,482.7,339.73,2413.5,1698.65,714.85
ORD04895,12/19/2025,West,Technology,Laptops,7,374.16,225.42,2619.12,1577.94,1041.18
ORD04896,7/25/2023,East,Furniture,Tables,8,233.31,185.28,1866.48,1482.24,384.24
ORD04897,5/6/2024,South,Office Supplies,Paper,6,479.37,354.31,2876.22,2125.86,750.36
ORD04898,9/27/2024,North,Office Supplies,Binders,8,393.61,297.32,3148.88,2378.56,770.32
ORD04899,4/20/2025,West,Technology,Laptops,3,56.82,44.32,170.46,132.96,37.5
ORD04900,4/3/2023,South,Technology,Laptops,9,88.64,62.08,797.76,558.72,239.04
ORD04901,7/6/2024,South,Furniture,Bookcases,9,418.16,249.99,3763.44,2249.91,1513.53
ORD04902,4/12/2024,South,Furniture,Chairs,6,243.66,191.73,1461.96,1150.38,311.58
ORD04903,12/23/2024,West,Furniture,Tables,6,380.87,266.09,2285.22,1596.54,688.68
ORD04904,4/18/2024,South,Office Supplies,Paper,1,422.25,280.04,422.25,280.04,142.21
ORD04905,7/7/2025,East,Furniture,Bookcases,8,402.21,255.25,3217.68,2042,1175.68
ORD04906,7/12/2022,East,Office Supplies,Paper,7,277.4,155.16,1941.8,1086.12,855.68
ORD04907,9/8/2023,South,Furniture,Tables,1,454.37,341.73,454.37,341.73,112.64
ORD04908,2/10/2023,West,Office Supplies,Paper,8,408.22,270.58,3265.76,2164.64,1101.12
ORD04909,7/31/2024,East,Technology,Laptops,8,239.97,124.84,1919.76,998.72,921.04
ORD04910,12/22/2023,West,Technology,Phones,5,249.22,154.87,1246.1,774.35,471.75
ORD04911,4/3/2022,South,Furniture,Bookcases,5,208.26,136.12,1041.3,680.6,360.7
ORD04912,3/6/2023,North,Technology,Phones,4,127.13,80.41,508.52,321.64,186.88
ORD04913,10/16/2023,West,Office Supplies,Paper,7,275.03,141.11,1925.21,987.77,937.44
ORD04914,12/28/2025,North,Office Supplies,Paper,2,263.55,190.08,527.1,380.16,146.94
ORD04915,11/28/2025,North,Technology,Laptops,2,74.66,48.83,149.32,97.66,51.66
ORD04916,3/10/2023,East,Technology,Accessories,3,486.39,338.77,1459.17,1016.31,442.86
ORD04917,2/9/2025,North,Furniture,Chairs,1,98.54,57.66,98.54,57.66,40.88
ORD04918,1/10/2023,West,Furniture,Tables,7,383.13,270.96,2681.91,1896.72,785.19
ORD04919,12/18/2024,East,Office Supplies,Storage,4,39.6,28.86,158.4,115.44,42.96
ORD04920,12/2/2024,South,Furniture,Tables,4,133.42,103.63,533.68,414.52,119.16
ORD04921,7/26/2022,North,Technology,Accessories,6,165.9,101.94,995.4,611.64,383.76
ORD04922,2/19/2024,South,Furniture,Chairs,2,483.58,252.53,967.16,505.06,462.1
ORD04923,8/12/2025,West,Office Supplies,Binders,5,116.31,63.69,581.55,318.45,263.1
ORD04924,2/15/2025,East,Office Supplies,Binders,9,106.01,62.8,954.09,565.2,388.89
ORD04925,6/16/2023,South,Office Supplies,Paper,9,185.2,108.18,1666.8,973.62,693.18
ORD04926,5/30/2025,East,Furniture,Bookcases,6,437.89,242.93,2627.34,1457.58,1169.76
ORD04927,6/15/2022,North,Office Supplies,Storage,5,139.09,99.2,695.45,496,199.45
ORD04928,10/5/2023,South,Technology,Phones,5,163.48,82.09,817.4,410.45,406.95
ORD04929,3/25/2025,South,Furniture,Tables,1,92.35,47.41,92.35,47.41,44.94
ORD04930,4/22/2025,North,Furniture,Chairs,8,425.28,238.82,3402.24,1910.56,1491.68
ORD04931,3/31/2022,North,Furniture,Bookcases,2,104.08,79.01,208.16,158.02,50.14
ORD04932,1/22/2025,West,Technology,Accessories,6,306.42,214.42,1838.52,1286.52,552
ORD04933,1/13/2022,East,Office Supplies,Paper,9,148.98,94.15,1340.82,847.35,493.47
ORD04934,8/30/2024,East,Office Supplies,Paper,4,414.27,265.02,1657.08,1060.08,597
ORD04935,3/15/2024,West,Technology,Phones,4,420.58,239.14,1682.32,956.56,725.76
ORD04936,8/2/2024,South,Furniture,Tables,5,360.14,225.04,1800.7,1125.2,675.5
ORD04937,1/12/2024,North,Technology,Laptops,3,62.62,34.02,187.86,102.06,85.8
ORD04938,5/25/2024,West,Technology,Accessories,6,434.63,283.54,2607.78,1701.24,906.54
ORD04939,3/19/2025,West,Office Supplies,Paper,6,419.16,334.29,2514.96,2005.74,509.22
ORD04940,10/22/2023,South,Office Supplies,Paper,7,253.63,151.25,1775.41,1058.75,716.66
ORD04941,10/28/2024,East,Furniture,Tables,1,343.73,178.6,343.73,178.6,165.13
ORD04942,11/18/2024,South,Technology,Phones,3,198.79,122.46,596.37,367.38,228.99
ORD04943,10/23/2022,East,Office Supplies,Binders,8,297.96,169.29,2383.68,1354.32,1029.36
ORD04944,9/12/2024,West,Technology,Laptops,3,151,97.04,453,291.12,161.88
ORD04945,7/14/2024,South,Technology,Accessories,4,189.74,100.72,758.96,402.88,356.08
ORD04946,10/2/2023,South,Furniture,Bookcases,1,164.88,115.13,164.88,115.13,49.75
ORD04947,12/6/2022,South,Furniture,Chairs,9,36.88,23.36,331.92,210.24,121.68
ORD04948,9/20/2023,East,Technology,Phones,5,496.42,323.81,2482.1,1619.05,863.05
ORD04949,3/15/2023,West,Office Supplies,Binders,5,414.03,249.6,2070.15,1248,822.15
ORD04950,3/13/2025,South,Office Supplies,Storage,8,390.83,277.6,3126.64,2220.8,905.84
ORD04951,7/30/2024,North,Office Supplies,Storage,2,56.76,34.56,113.52,69.12,44.4
ORD04952,4/9/2024,East,Office Supplies,Binders,8,294.76,226.32,2358.08,1810.56,547.52
ORD04953,6/3/2023,West,Technology,Phones,1,136.23,103.65,136.23,103.65,32.58
ORD04954,9/2/2024,North,Office Supplies,Storage,9,149.36,103.82,1344.24,934.38,409.86
ORD04955,12/4/2024,South,Technology,Phones,5,196.28,144.22,981.4,721.1,260.3
ORD04956,8/12/2024,West,Technology,Accessories,4,285.55,171.22,1142.2,684.88,457.32
ORD04957,6/16/2025,North,Office Supplies,Paper,8,23.68,12.47,189.44,99.76,89.68
ORD04958,8/9/2024,North,Technology,Phones,8,253.93,175.29,2031.44,1402.32,629.12
ORD04959,8/1/2024,East,Office Supplies,Binders,9,25.75,19.11,231.75,171.99,59.76
ORD04960,6/4/2022,West,Furniture,Chairs,7,376.4,214.72,2634.8,1503.04,1131.76
ORD04961,4/19/2025,North,Office Supplies,Binders,6,187.54,98.53,1125.24,591.18,534.06
ORD04962,5/23/2025,West,Office Supplies,Paper,8,362.88,271.37,2903.04,2170.96,732.08
ORD04963,3/29/2022,South,Office Supplies,Binders,4,191.71,95.99,766.84,383.96,382.88
ORD04964,7/3/2025,West,Office Supplies,Paper,6,266.99,186.71,1601.94,1120.26,481.68
ORD04965,1/1/2025,East,Office Supplies,Paper,5,22.91,16.35,114.55,81.75,32.8
ORD04966,7/19/2024,East,Furniture,Chairs,7,91.22,49.9,638.54,349.3,289.24
ORD04967,6/28/2022,South,Furniture,Bookcases,4,390.1,207.53,1560.4,830.12,730.28
ORD04968,7/31/2022,North,Furniture,Bookcases,9,414.51,261.76,3730.59,2355.84,1374.75
ORD04969,6/11/2025,East,Office Supplies,Paper,9,304.23,217.82,2738.07,1960.38,777.69
ORD04970,4/10/2023,North,Furniture,Bookcases,2,159.2,84.15,318.4,168.3,150.1
ORD04971,5/31/2025,North,Technology,Accessories,3,83.08,51.54,249.24,154.62,94.62
ORD04972,9/23/2023,East,Technology,Phones,6,288.26,154.43,1729.56,926.58,802.98
ORD04973,4/4/2024,North,Furniture,Chairs,6,311.57,157.63,1869.42,945.78,923.64
ORD04974,7/11/2025,West,Office Supplies,Storage,2,81.16,62.31,162.32,124.62,37.7
ORD04975,5/15/2025,North,Furniture,Tables,7,498.16,287.04,3487.12,2009.28,1477.84
ORD04976,8/30/2023,South,Furniture,Bookcases,6,441.24,228.95,2647.44,1373.7,1273.74
ORD04977,6/3/2024,East,Furniture,Chairs,2,475.85,316.31,951.7,632.62,319.08
ORD04978,1/1/2023,North,Office Supplies,Storage,8,352.92,228.77,2823.36,1830.16,993.2
ORD04979,10/3/2022,West,Technology,Phones,8,356.6,199.43,2852.8,1595.44,1257.36
ORD04980,1/15/2023,East,Office Supplies,Binders,7,492.49,313.66,3447.43,2195.62,1251.81
ORD04981,8/25/2025,South,Office Supplies,Storage,8,283.94,168.3,2271.52,1346.4,925.12
ORD04982,7/15/2025,East,Technology,Laptops,7,326.73,173.3,2287.11,1213.1,1074.01
ORD04983,8/2/2024,North,Furniture,Tables,9,287.29,208.81,2585.61,1879.29,706.32
ORD04984,12/23/2024,North,Furniture,Chairs,9,425.38,272.57,3828.42,2453.13,1375.29
ORD04985,3/20/2024,South,Furniture,Chairs,8,342.28,216.85,2738.24,1734.8,1003.44
ORD04986,10/5/2025,East,Office Supplies,Binders,7,55.32,29.64,387.24,207.48,179.76
ORD04987,7/13/2024,South,Office Supplies,Binders,9,486.04,295.11,4374.36,2655.99,1718.37
ORD04988,5/9/2023,South,Technology,Phones,3,457.4,257.26,1372.2,771.78,600.42
ORD04989,1/26/2025,East,Office Supplies,Paper,4,231.24,179.54,924.96,718.16,206.8
ORD04990,12/30/2024,East,Technology,Laptops,4,415.15,254.49,1660.6,1017.96,642.64
ORD04991,12/30/2022,East,Technology,Laptops,1,202.75,141.98,202.75,141.98,60.77
ORD04992,7/24/2023,North,Office Supplies,Paper,5,401.53,253.73,2007.65,1268.65,739
ORD04993,2/2/2024,North,Technology,Laptops,9,321.35,204.43,2892.15,1839.87,1052.28
ORD04994,10/3/2022,West,Technology,Accessories,9,206.34,145.23,1857.06,1307.07,549.99
ORD04995,2/19/2022,North,Furniture,Tables,7,94.51,50.89,661.57,356.23,305.34
ORD04996,10/13/2025,East,Furniture,Chairs,9,141.86,73.04,1276.74,657.36,619.38
ORD04997,12/29/2023,South,Office Supplies,Paper,5,50.86,38.97,254.3,194.85,59.45
ORD04998,6/24/2024,West,Office Supplies,Storage,4,51.33,34.33,205.32,137.32,68
ORD04999,7/16/2024,North,Office Supplies,Binders,3,428.78,310.05,1286.34,930.15,356.19
ORD05000,7/18/2023,East,Office Supplies,Storage,5,157.79,110.28,788.95,551.4,237.55
ORD05001,2/22/2024,East,Office Supplies,Paper,2,180.68,135.14,361.36,270.28,91.08
ORD05002,4/30/2023,South,Technology,Laptops,5,410.29,247.71,2051.45,1238.55,812.9
ORD05003,1/12/2025,North,Furniture,Bookcases,3,123.18,95.43,369.54,286.29,83.25
ORD05004,8/7/2023,South,Office Supplies,Paper,8,177.19,127.24,1417.52,1017.92,399.6
ORD05005,8/12/2025,East,Furniture,Chairs,5,111.99,76.24,559.95,381.2,178.75
ORD05006,8/24/2022,West,Office Supplies,Storage,3,64.34,33.34,193.02,100.02,93
ORD05007,2/25/2022,North,Technology,Accessories,3,483.74,314.83,1451.22,944.49,506.73
ORD05008,12/26/2022,North,Technology,Laptops,9,299.83,186.79,2698.47,1681.11,1017.36
ORD05009,4/20/2022,North,Furniture,Chairs,1,182.17,93.47,182.17,93.47,88.7
ORD05010,7/11/2022,North,Technology,Phones,9,185.42,109.36,1668.78,984.24,684.54
ORD05011,6/22/2024,East,Office Supplies,Storage,5,284.65,154.13,1423.25,770.65,652.6
ORD05012,1/21/2025,West,Furniture,Chairs,2,445.9,293.65,891.8,587.3,304.5
ORD05013,5/11/2024,East,Office Supplies,Storage,5,469.85,248.64,2349.25,1243.2,1106.05
ORD05014,7/22/2023,East,Office Supplies,Storage,2,116.94,81.54,233.88,163.08,70.8
ORD05015,12/19/2024,South,Technology,Phones,8,466.75,305.87,3734,2446.96,1287.04
ORD05016,10/12/2023,North,Office Supplies,Binders,4,395.2,231.78,1580.8,927.12,653.68
ORD05017,2/8/2022,South,Office Supplies,Binders,3,322.71,252.52,968.13,757.56,210.57
ORD05018,12/8/2024,South,Furniture,Bookcases,5,44.59,23.86,222.95,119.3,103.65
ORD05019,12/14/2025,West,Furniture,Bookcases,7,236.64,136.53,1656.48,955.71,700.77
ORD05020,9/29/2023,East,Office Supplies,Storage,9,310.62,204.41,2795.58,1839.69,955.89
ORD05021,11/2/2024,West,Furniture,Chairs,6,368.13,211.92,2208.78,1271.52,937.26
ORD05022,2/5/2022,East,Technology,Phones,4,46.28,28.71,185.12,114.84,70.28
ORD05023,4/11/2022,West,Office Supplies,Paper,8,471.43,235.78,3771.44,1886.24,1885.2
ORD05024,1/14/2025,East,Technology,Accessories,9,306.07,196.37,2754.63,1767.33,987.3
ORD05025,5/31/2025,East,Office Supplies,Binders,7,48.87,38.41,342.09,268.87,73.22
ORD05026,9/23/2025,West,Office Supplies,Paper,3,470.67,279.28,1412.01,837.84,574.17
ORD05027,6/15/2022,North,Furniture,Chairs,7,226.59,132.34,1586.13,926.38,659.75
ORD05028,1/18/2023,North,Office Supplies,Paper,1,226.18,163.42,226.18,163.42,62.76
ORD05029,10/31/2025,South,Technology,Phones,5,153.75,94.8,768.75,474,294.75
ORD05030,2/29/2024,North,Furniture,Bookcases,3,221.37,115.09,664.11,345.27,318.84
ORD05031,1/31/2022,South,Technology,Accessories,8,184.79,139.69,1478.32,1117.52,360.8
ORD05032,10/30/2025,North,Technology,Phones,5,117.3,87.09,586.5,435.45,151.05
ORD05033,1/11/2022,West,Furniture,Chairs,4,493.12,301.02,1972.48,1204.08,768.4
ORD05034,8/18/2025,East,Technology,Laptops,3,379.88,298.27,1139.64,894.81,244.83
ORD05035,4/6/2022,East,Technology,Laptops,2,184.05,103.42,368.1,206.84,161.26
ORD05036,4/28/2025,East,Furniture,Tables,8,290.43,211.06,2323.44,1688.48,634.96
ORD05037,3/29/2023,North,Technology,Laptops,1,437.97,243.46,437.97,243.46,194.51
ORD05038,7/11/2022,North,Furniture,Chairs,5,277.91,185.85,1389.55,929.25,460.3
ORD05039,5/1/2023,South,Office Supplies,Paper,8,151.73,120.87,1213.84,966.96,246.88
ORD05040,7/13/2025,North,Furniture,Chairs,4,239.01,134.43,956.04,537.72,418.32
ORD05041,12/18/2025,West,Furniture,Tables,4,387.96,209.18,1551.84,836.72,715.12
ORD05042,2/25/2025,West,Office Supplies,Binders,9,32.91,22.82,296.19,205.38,90.81
ORD05043,8/26/2022,West,Office Supplies,Paper,3,371.4,285.47,1114.2,856.41,257.79
ORD05044,10/10/2025,South,Furniture,Chairs,6,299.58,232.07,1797.48,1392.42,405.06
ORD05045,2/9/2025,East,Office Supplies,Binders,5,247.95,149.79,1239.75,748.95,490.8
ORD05046,9/28/2025,South,Technology,Phones,5,460.43,284.96,2302.15,1424.8,877.35
ORD05047,3/14/2025,East,Technology,Laptops,9,123.1,67.97,1107.9,611.73,496.17
ORD05048,12/24/2024,West,Furniture,Tables,7,440.71,278.26,3084.97,1947.82,1137.15
ORD05049,6/24/2025,East,Furniture,Chairs,9,106,68.67,954,618.03,335.97
ORD05050,1/5/2024,North,Furniture,Chairs,3,444.4,344.97,1333.2,1034.91,298.29
ORD05051,9/17/2024,North,Technology,Phones,5,156.05,82.63,780.25,413.15,367.1
ORD05052,4/4/2024,West,Office Supplies,Storage,4,90.26,63.4,361.04,253.6,107.44
ORD05053,4/16/2022,North,Technology,Phones,1,308.31,213.9,308.31,213.9,94.41
ORD05054,6/30/2022,West,Technology,Laptops,9,476.61,289.89,4289.49,2609.01,1680.48
ORD05055,7/3/2022,North,Technology,Laptops,4,332.74,183.16,1330.96,732.64,598.32
ORD05056,8/14/2022,North,Furniture,Chairs,7,21.59,12.03,151.13,84.21,66.92
ORD05057,2/16/2024,East,Office Supplies,Paper,3,478.33,242.12,1434.99,726.36,708.63
ORD05058,2/29/2024,North,Technology,Laptops,8,37.74,24.92,301.92,199.36,102.56
ORD05059,1/17/2025,East,Furniture,Chairs,8,425.14,333.59,3401.12,2668.72,732.4
ORD05060,11/19/2023,West,Office Supplies,Binders,9,368.08,213.25,3312.72,1919.25,1393.47
ORD05061,6/14/2023,West,Furniture,Bookcases,3,236.5,166.23,709.5,498.69,210.81
ORD05062,10/26/2025,West,Office Supplies,Binders,1,346.52,214.98,346.52,214.98,131.54
ORD05063,8/29/2024,South,Technology,Laptops,9,458.64,356.78,4127.76,3211.02,916.74
ORD05064,7/24/2024,South,Office Supplies,Paper,6,129.98,102.29,779.88,613.74,166.14
ORD05065,11/23/2025,West,Technology,Accessories,5,448.07,325.22,2240.35,1626.1,614.25
ORD05066,4/16/2022,South,Technology,Phones,3,43.1,26.8,129.3,80.4,48.9
ORD05067,7/18/2025,East,Technology,Phones,8,407.88,261.29,3263.04,2090.32,1172.72
ORD05068,4/10/2024,East,Furniture,Tables,4,424.94,271.79,1699.76,1087.16,612.6
ORD05069,11/10/2023,South,Office Supplies,Storage,4,251.67,155.02,1006.68,620.08,386.6
ORD05070,4/28/2024,South,Technology,Phones,8,344.41,247.31,2755.28,1978.48,776.8
ORD05071,11/21/2024,North,Office Supplies,Storage,4,262.83,141.21,1051.32,564.84,486.48
ORD05072,1/28/2023,West,Office Supplies,Storage,1,129.08,72.01,129.08,72.01,57.07
ORD05073,2/9/2022,South,Technology,Phones,9,158.74,126.68,1428.66,1140.12,288.54
ORD05074,10/22/2023,North,Office Supplies,Binders,9,407.24,301.04,3665.16,2709.36,955.8
ORD05075,5/26/2025,West,Office Supplies,Storage,9,379.76,272.31,3417.84,2450.79,967.05
ORD05076,9/7/2024,South,Furniture,Tables,5,272.5,137.15,1362.5,685.75,676.75
ORD05077,1/10/2025,West,Technology,Accessories,7,486.41,377.42,3404.87,2641.94,762.93
ORD05078,4/24/2024,North,Technology,Phones,3,326.41,200.5,979.23,601.5,377.73
ORD05079,7/20/2022,East,Office Supplies,Binders,7,141.09,97.35,987.63,681.45,306.18
ORD05080,3/23/2023,South,Technology,Laptops,4,340.44,200.34,1361.76,801.36,560.4
ORD05081,12/22/2025,West,Office Supplies,Binders,9,174.34,112.78,1569.06,1015.02,554.04
ORD05082,11/27/2024,East,Technology,Phones,6,473.86,280.64,2843.16,1683.84,1159.32
ORD05083,5/19/2025,West,Furniture,Bookcases,4,160.32,95.88,641.28,383.52,257.76
ORD05084,3/20/2023,East,Office Supplies,Storage,2,391.86,286.23,783.72,572.46,211.26
ORD05085,9/12/2025,East,Office Supplies,Paper,2,176.59,102.57,353.18,205.14,148.04
ORD05086,1/31/2024,North,Office Supplies,Binders,5,390.55,293.18,1952.75,1465.9,486.85
ORD05087,8/15/2022,South,Furniture,Chairs,4,260.36,179.8,1041.44,719.2,322.24
ORD05088,2/17/2022,South,Furniture,Bookcases,7,83.63,51.61,585.41,361.27,224.14
ORD05089,11/7/2024,East,Furniture,Bookcases,2,394.51,276.55,789.02,553.1,235.92
ORD05090,6/30/2024,North,Office Supplies,Paper,6,498.72,362.53,2992.32,2175.18,817.14
ORD05091,7/6/2022,East,Technology,Phones,1,200.84,132.99,200.84,132.99,67.85
ORD05092,12/11/2022,South,Technology,Laptops,4,193.3,129.73,773.2,518.92,254.28
ORD05093,8/12/2022,North,Furniture,Tables,2,175.33,123.85,350.66,247.7,102.96
ORD05094,4/9/2024,South,Technology,Accessories,7,99.03,60.03,693.21,420.21,273
ORD05095,5/3/2023,South,Office Supplies,Binders,9,405.28,208.64,3647.52,1877.76,1769.76
ORD05096,5/26/2024,South,Office Supplies,Storage,7,140.81,86.44,985.67,605.08,380.59
ORD05097,4/28/2024,East,Technology,Accessories,5,145.97,98.38,729.85,491.9,237.95
ORD05098,6/6/2025,North,Furniture,Tables,6,401.75,210.61,2410.5,1263.66,1146.84
ORD05099,11/14/2025,East,Furniture,Tables,8,351.76,271.12,2814.08,2168.96,645.12
ORD05100,9/5/2024,North,Furniture,Bookcases,2,121.51,71.17,243.02,142.34,100.68
